activity_id,title,activity_category,meta_description,thumbnail_image_url,start_date,end_date,register_number,participated_number,expense_money,visible,content,viewCount,created_on,last_modified_on,permalink_url
FB00035,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn là",Không xác định,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn làm Student Ambassador ạ",https://scontent.fsgn2-8.fna.fbcdn.net/v/t1.15752-9/476499552_1420272975987758_4180479456986187126_n.jpg?stp=dst-jpg_s100x100_tt6&_nc_cat=102&ccb=1-7&_nc_sid=b70caf&_nc_eui2=AeE4gKIfY4SqYsfdciCbl2PL0Ts-TnggxF3ROz5OeCDEXV_UEx5WXNBJ10zu2RRvmRVh1t_MTWg2c-pXZvPukP3Z&_nc_ohc=sMCwZXWeXUsQ7kNvwGrrepe&_nc_oc=AdluvmxZSAAY_i4OPZhTtSw-rT4FKqbRvBP17twSBYd5wc7FWbzmCPnQ0m-9jXx_gd8&_nc_zt=23&_nc_ht=scontent.fsgn2-8.fna&oh=03_Q7cD2AGWwpnWoFxubhxr9T_zgsJmbKuTaNH8oXpXpUVE3CypGw&oe=681A3065,,,,,,True,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn làm Student Ambassador ạ",,2025-04-06T23:18:34.198900,2025-04-06T23:18:34.198900,https://www.facebook.com/ETClub.UEH/posts/1103153213516036?comment_id=1103304086834282&__cft__[0]=AZXnIj4Bw2z-IK8nxYxOsjbWLlRb1LaEk83UHYszvFt1ZIR-AxWlTiFljajsya2kdYHB4pi0lPXRihgKuEXG0rU1iEthrxHmBcdb9aMfUJd1cjTOJXw5JoFUuFzdlyOL1uPbHJV45ceKWdU8yAnvmxS3eNbAvBhxej3LzhMrEIy4UiNzh2Qq9U4iDGDY3iIjwY71BlbpmuRps9siJ1MA3VqV&__tn__=R-R
FB00036,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn là",Không xác định,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn làm Student Ambassador ạ",https://scontent.fsgn2-8.fna.fbcdn.net/v/t1.15752-9/476499552_1420272975987758_4180479456986187126_n.jpg?stp=dst-jpg_s100x100_tt6&_nc_cat=102&ccb=1-7&_nc_sid=b70caf&_nc_eui2=AeE4gKIfY4SqYsfdciCbl2PL0Ts-TnggxF3ROz5OeCDEXV_UEx5WXNBJ10zu2RRvmRVh1t_MTWg2c-pXZvPukP3Z&_nc_ohc=sMCwZXWeXUsQ7kNvwGrrepe&_nc_oc=AdluvmxZSAAY_i4OPZhTtSw-rT4FKqbRvBP17twSBYd5wc7FWbzmCPnQ0m-9jXx_gd8&_nc_zt=23&_nc_ht=scontent.fsgn2-8.fna&oh=03_Q7cD2AGWwpnWoFxubhxr9T_zgsJmbKuTaNH8oXpXpUVE3CypGw&oe=681A3065,,,,,,True,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn làm Student Ambassador ạ",,2025-04-06T23:18:44.832113,2025-04-06T23:18:44.832113,https://www.facebook.com/ETClub.UEH/posts/545743827746265?comment_id=1063041171767082&__cft__[0]=AZXjuqjaV50oovddfbVuCvRFBOn5SAbhxVRiZkSR4nl1SLSPLPpa29o_GDlLxbDm1jPGdaK37CnZ51xp0IK7xkr-GOw3NtfgfsIX7TtqH_fHs0MQRp01LAo05JjVXwl0ANfPugveE8tpkJwNPCCk-ept0ZNtGMvPBUtQ3fsUFq9bhoELJizC4l0B1HUAevAWMOA&__tn__=R-R
FB00037,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn là",Không xác định,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn làm Student Ambassador ạ",https://scontent.fsgn2-6.fna.fbcdn.net/v/t1.15752-9/486140653_648706037968551_6730716790373489761_n.png?stp=dst-png_s100x100&_nc_cat=111&ccb=1-7&_nc_sid=b70caf&_nc_eui2=AeGdEnMGJ5RElKn3JTWdt-BRaQl_NKBjFkFpCX80oGMWQbgTLZ_8htRmzdWM409N2YEBmQCgEFeXGBPPU7opk42x&_nc_ohc=Y__SO95a0DAQ7kNvwHAAlqy&_nc_oc=Adk5ZVK8WqNb8JT3gVCtoCSErkFiugLTgtg_G-aXZ5XrzXYIcKJAv4KrNasxSF0P81s&_nc_zt=23&_nc_ht=scontent.fsgn2-6.fna&oh=03_Q7cD2AFkSB98ctC49kmXayfRju_9G07qtky_ix6HJzLAvn1yuw&oe=681A255E,,,,,,True,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn làm Student Ambassador ạ",,2025-04-06T23:18:56.582411,2025-04-06T23:18:56.582411,https://www.facebook.com/ETClub.UEH/posts/1345715315926490?comment_id=361650505978478&reply_comment_id=1346376729193682&__cft__[0]=AZXNCOhO0JhGAmGW2RRxC1pa4Iy00thxgX_6LbjwkDVRAzDsHyyPLbixKcbESW7ONo0jQXSfgapqxueQ8AGJ_oz8S-57vqC3UH8ygk9Ak3jhoE1vNi5pzXWb_QPXmc5gWs2K_rITKUuvmRo8_dfM4cjFLbsAp3g276BpdpDIyibGSiKoua_3MDvF6Ywmw1TUuXP2twacEPR78sRDm7bTzj2T&__tn__=R-R
FB00038,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn là",Không xác định,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn làm Student Ambassador ạ",https://scontent.fsgn2-6.fna.fbcdn.net/v/t1.15752-9/486140653_648706037968551_6730716790373489761_n.png?stp=dst-png_s100x100&_nc_cat=111&ccb=1-7&_nc_sid=b70caf&_nc_eui2=AeGdEnMGJ5RElKn3JTWdt-BRaQl_NKBjFkFpCX80oGMWQbgTLZ_8htRmzdWM409N2YEBmQCgEFeXGBPPU7opk42x&_nc_ohc=Y__SO95a0DAQ7kNvwHAAlqy&_nc_oc=Adk5ZVK8WqNb8JT3gVCtoCSErkFiugLTgtg_G-aXZ5XrzXYIcKJAv4KrNasxSF0P81s&_nc_zt=23&_nc_ht=scontent.fsgn2-6.fna&oh=03_Q7cD2AFkSB98ctC49kmXayfRju_9G07qtky_ix6HJzLAvn1yuw&oe=681A255E,,,,,,True,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn làm Student Ambassador ạ",,2025-04-06T23:19:09.061093,2025-04-06T23:19:09.061093,https://www.facebook.com/ETClub.UEH/posts/939837129847646?comment_id=939969053167787&__cft__[0]=AZXbObiQlt9Zx6uAqB_jyOIjRvuUyNopQLfwlXUPuZqr81MjPQ_uFfMWKuvTHB2rNkcO3FgRAEd1eYotvI74oCtXPWpzdD5Gvah8bb9G-XNss3tHljFEcrg5B2_DJfBnql0BFK9vIZXFcPEHn7dA6kO10A_hmGLRdrChAU4WGdWby1YwH1xoEb6UMTVFITye-bQ&__tn__=R-R
FB00039,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn là",Không xác định,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn làm Student Ambassador ạ",https://scontent.fsgn2-6.fna.fbcdn.net/v/t1.15752-9/486140653_648706037968551_6730716790373489761_n.png?stp=dst-png_s100x100&_nc_cat=111&ccb=1-7&_nc_sid=b70caf&_nc_eui2=AeGdEnMGJ5RElKn3JTWdt-BRaQl_NKBjFkFpCX80oGMWQbgTLZ_8htRmzdWM409N2YEBmQCgEFeXGBPPU7opk42x&_nc_ohc=Y__SO95a0DAQ7kNvwHAAlqy&_nc_oc=Adk5ZVK8WqNb8JT3gVCtoCSErkFiugLTgtg_G-aXZ5XrzXYIcKJAv4KrNasxSF0P81s&_nc_zt=23&_nc_ht=scontent.fsgn2-6.fna&oh=03_Q7cD2AFkSB98ctC49kmXayfRju_9G07qtky_ix6HJzLAvn1yuw&oe=681A255E,,,,,,True,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn làm Student Ambassador ạ",,2025-04-06T23:19:19.593459,2025-04-06T23:19:19.593459,https://www.facebook.com/ETClub.UEH/posts/968918828762094?comment_id=1940588403145896&__cft__[0]=AZUvaqIKc1FbsulByu_9u_GGupuMr6ePvR8A2B-ex_uqIIK60WaV9JTg6KwjfPMHklw-gtOvRetkfwHBTc6P3LFwIg9a6JUmmXVAo---mQO8hbhuiH7ea5bCu6jQk1LQHKzMW2ewwI4NpUuRUEKJKuUdErFrzgDhCprnKynLz7kTJ9YfMtK7_er2S-4PVax_62w&__tn__=R-R
FB00040,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn là",Không xác định,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn làm Student Ambassador ạ",https://scontent.fsgn2-6.fna.fbcdn.net/v/t1.15752-9/486140653_648706037968551_6730716790373489761_n.png?stp=dst-png_s100x100&_nc_cat=111&ccb=1-7&_nc_sid=b70caf&_nc_eui2=AeGdEnMGJ5RElKn3JTWdt-BRaQl_NKBjFkFpCX80oGMWQbgTLZ_8htRmzdWM409N2YEBmQCgEFeXGBPPU7opk42x&_nc_ohc=Y__SO95a0DAQ7kNvwHAAlqy&_nc_oc=Adk5ZVK8WqNb8JT3gVCtoCSErkFiugLTgtg_G-aXZ5XrzXYIcKJAv4KrNasxSF0P81s&_nc_zt=23&_nc_ht=scontent.fsgn2-6.fna&oh=03_Q7cD2AFkSB98ctC49kmXayfRju_9G07qtky_ix6HJzLAvn1yuw&oe=681A255E,,,,,,True,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn làm Student Ambassador ạ",,2025-04-06T23:19:31.572895,2025-04-06T23:19:31.572895,https://www.facebook.com/ETClub.UEH/posts/854379126882732?comment_id=904384007749142&__cft__[0]=AZUWALHhcrDv29uosNvCRCrK3Y0v9XDJgV8w-W9d6LzoFD-B5iAFP2_rCkGWWxYXxjhK0fC5H91z_diESNm_ywEiFLt3lIhekX8wm-sGpOIScSWhduoXVwAZ7rnW7ClLp7iuG_swsSv5nSWT19rrWB-o-y9h_ZQiYqCrc18YQob5lDBBhtRngj7fWjYqrd97CvE&__tn__=R-R
FB00041,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn là",Không xác định,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn làm Student Ambassador ạ",https://scontent.fsgn2-6.fna.fbcdn.net/v/t1.15752-9/486140653_648706037968551_6730716790373489761_n.png?stp=dst-png_s100x100&_nc_cat=111&ccb=1-7&_nc_sid=b70caf&_nc_eui2=AeGdEnMGJ5RElKn3JTWdt-BRaQl_NKBjFkFpCX80oGMWQbgTLZ_8htRmzdWM409N2YEBmQCgEFeXGBPPU7opk42x&_nc_ohc=Y__SO95a0DAQ7kNvwHAAlqy&_nc_oc=Adk5ZVK8WqNb8JT3gVCtoCSErkFiugLTgtg_G-aXZ5XrzXYIcKJAv4KrNasxSF0P81s&_nc_zt=23&_nc_ht=scontent.fsgn2-6.fna&oh=03_Q7cD2AFkSB98ctC49kmXayfRju_9G07qtky_ix6HJzLAvn1yuw&oe=681A255E,,,,,,True,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn làm Student Ambassador ạ",,2025-04-06T23:19:42.420763,2025-04-06T23:19:42.420763,https://www.facebook.com/ETClub.UEH/posts/1092373704593987?comment_id=1092561384575219&__cft__[0]=AZWjCSRW76hDYVr4kCpiQMkWEsCnBMSInDv7AG9ZWGH8NvaaMth3Ce1VYv2MIrg9dRIhwMpFXKFfTOjJWXFSj1jKkUIHIA2BKsh_LKleYSwSoxAIqnXsd0MO0xWcDlmDQIrGoLOrDR-sDIJ1Ti9j-hSNOhhCGQJs9Mw_KybJk5OAFp0_xpSvLT5jWBEhIbqaOruh3H9BgxPFf61yb12_M9HH&__tn__=R-R
FB00042,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn là",Không xác định,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn làm Student Ambassador ạ",https://scontent.fsgn2-6.fna.fbcdn.net/v/t1.15752-9/486140653_648706037968551_6730716790373489761_n.png?stp=dst-png_s100x100&_nc_cat=111&ccb=1-7&_nc_sid=b70caf&_nc_eui2=AeGdEnMGJ5RElKn3JTWdt-BRaQl_NKBjFkFpCX80oGMWQbgTLZ_8htRmzdWM409N2YEBmQCgEFeXGBPPU7opk42x&_nc_ohc=Y__SO95a0DAQ7kNvwHAAlqy&_nc_oc=Adk5ZVK8WqNb8JT3gVCtoCSErkFiugLTgtg_G-aXZ5XrzXYIcKJAv4KrNasxSF0P81s&_nc_zt=23&_nc_ht=scontent.fsgn2-6.fna&oh=03_Q7cD2AFkSB98ctC49kmXayfRju_9G07qtky_ix6HJzLAvn1yuw&oe=681A255E,,,,,,True,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn làm Student Ambassador ạ",,2025-04-06T23:19:53.704339,2025-04-06T23:19:53.704339,https://www.facebook.com/ETClub.UEH/posts/758228789831100?comment_id=961617432070335&reply_comment_id=818932226330820&__cft__[0]=AZVy4b9j-loWKegY-y9uEEs9nERfsr_OJfXKg48w3EkMc4X6hW3wCkeFA3TUILgOBZFOQ60VNio6WvFs5sL8vrRwZXoRJAARS0BqZe6f00MCJdTHYJ5ymmxArGDcxdMRHRFZDESPWsPKpuxuxBdy5mazaIBNt40EpwlPlSd7_i7yUObunzJr3IL1TZahTaPkgVI&__tn__=R-R
FB00043,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn là",Không xác định,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn làm Student Ambassador ạ",https://scontent.fsgn2-6.fna.fbcdn.net/v/t1.15752-9/486140653_648706037968551_6730716790373489761_n.png?stp=dst-png_s100x100&_nc_cat=111&ccb=1-7&_nc_sid=b70caf&_nc_eui2=AeGdEnMGJ5RElKn3JTWdt-BRaQl_NKBjFkFpCX80oGMWQbgTLZ_8htRmzdWM409N2YEBmQCgEFeXGBPPU7opk42x&_nc_ohc=Y__SO95a0DAQ7kNvwHAAlqy&_nc_oc=Adk5ZVK8WqNb8JT3gVCtoCSErkFiugLTgtg_G-aXZ5XrzXYIcKJAv4KrNasxSF0P81s&_nc_zt=23&_nc_ht=scontent.fsgn2-6.fna&oh=03_Q7cD2AFkSB98ctC49kmXayfRju_9G07qtky_ix6HJzLAvn1yuw&oe=681A255E,,,,,,True,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn làm Student Ambassador ạ",,2025-04-06T23:20:04.310527,2025-04-06T23:20:04.310527,https://www.facebook.com/ETClub.UEH/posts/1185319131966110?comment_id=1186575535173803&reply_comment_id=1186597088504981&__cft__[0]=AZUGViapUFf9FedWFjh2Po0l2BN_MNtqmMVfYphTqbPALPnis6zRLsypLwraAjiRkjQF2BbpiYVqez1TT0yy4nU4fM7nJpV_9leInSAeo6kvuTOo35gSvqbKT3BV4r25UJhjKpwUU-GO7SS0-hei5VmI1bezmEmQGCN7AlXoeAq5C2T2oBB_v6yX8CDjr5ZBID5i2UoKN8SNABz5Xc2P5TK-&__tn__=R-R
FB00044,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn là",Không xác định,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn làm Student Ambassador ạ",https://scontent.fsgn2-6.fna.fbcdn.net/v/t1.15752-9/486140653_648706037968551_6730716790373489761_n.png?stp=dst-png_s100x100&_nc_cat=111&ccb=1-7&_nc_sid=b70caf&_nc_eui2=AeGdEnMGJ5RElKn3JTWdt-BRaQl_NKBjFkFpCX80oGMWQbgTLZ_8htRmzdWM409N2YEBmQCgEFeXGBPPU7opk42x&_nc_ohc=Y__SO95a0DAQ7kNvwHAAlqy&_nc_oc=Adk5ZVK8WqNb8JT3gVCtoCSErkFiugLTgtg_G-aXZ5XrzXYIcKJAv4KrNasxSF0P81s&_nc_zt=23&_nc_ht=scontent.fsgn2-6.fna&oh=03_Q7cD2AFkSB98ctC49kmXayfRju_9G07qtky_ix6HJzLAvn1yuw&oe=681A255E,,,,,,True,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn làm Student Ambassador ạ",,2025-04-06T23:20:15.783679,2025-04-06T23:20:15.783679,https://www.facebook.com/ETClub.UEH/posts/1241310299700326?comment_id=1241408629690493&__cft__[0]=AZV-uddGO92lbvzO_LtX5Wbaj6G_mbJhIxlDTfcqaLs1SCV3Etakx5fYJuTChfAXOhNond8SoYKPR5BHVcAly_WwvTZH6H6n94Lt9CQxO7sS5Jnfxa_XI11sisTMepffsZ9eX0M_KG7wdL2SAMqkKKvhB058YmWjZN9C6EIRKbD0P81dI3JxuHEULwChBwN7uPdzgopLKc9NUESPLvn4sTfm&__tn__=R-R
FB00045,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn là",Không xác định,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn làm Student Ambassador ạ",https://scontent.fsgn2-6.fna.fbcdn.net/v/t1.15752-9/486140653_648706037968551_6730716790373489761_n.png?stp=dst-png_s100x100&_nc_cat=111&ccb=1-7&_nc_sid=b70caf&_nc_eui2=AeGdEnMGJ5RElKn3JTWdt-BRaQl_NKBjFkFpCX80oGMWQbgTLZ_8htRmzdWM409N2YEBmQCgEFeXGBPPU7opk42x&_nc_ohc=Y__SO95a0DAQ7kNvwHAAlqy&_nc_oc=Adk5ZVK8WqNb8JT3gVCtoCSErkFiugLTgtg_G-aXZ5XrzXYIcKJAv4KrNasxSF0P81s&_nc_zt=23&_nc_ht=scontent.fsgn2-6.fna&oh=03_Q7cD2AFkSB98ctC49kmXayfRju_9G07qtky_ix6HJzLAvn1yuw&oe=681A255E,,,,,,True,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn làm Student Ambassador ạ",,2025-04-06T23:20:27.002959,2025-04-06T23:20:27.002959,https://www.facebook.com/ETClub.UEH/posts/885050303815614?comment_id=1309925226688252&__cft__[0]=AZWq6BX3xHZV_35_HhULNWMNq1Vg_HqA9WVkKP-GU70v8p5Pseb3PZdWkgLeH-pzG5Ka8xlrMd39a4fYx_4DffHxqXliEJcBQoqnd8_yt97WCaElUP8MxBPd7ad04zALAPawi3yVwemvIW7iyEeVN87unqelmyyES2dim_mnnkwX_1Mm1V3JozLewXy8qMZnDF0&__tn__=R-R
FB00046,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn là",Không xác định,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn làm Student Ambassador ạ",https://scontent.fsgn2-6.fna.fbcdn.net/v/t1.15752-9/486140653_648706037968551_6730716790373489761_n.png?stp=dst-png_s100x100&_nc_cat=111&ccb=1-7&_nc_sid=b70caf&_nc_eui2=AeGdEnMGJ5RElKn3JTWdt-BRaQl_NKBjFkFpCX80oGMWQbgTLZ_8htRmzdWM409N2YEBmQCgEFeXGBPPU7opk42x&_nc_ohc=Y__SO95a0DAQ7kNvwHAAlqy&_nc_oc=Adk5ZVK8WqNb8JT3gVCtoCSErkFiugLTgtg_G-aXZ5XrzXYIcKJAv4KrNasxSF0P81s&_nc_zt=23&_nc_ht=scontent.fsgn2-6.fna&oh=03_Q7cD2AFkSB98ctC49kmXayfRju_9G07qtky_ix6HJzLAvn1yuw&oe=681A255E,,,,,,True,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn làm Student Ambassador ạ",,2025-04-06T23:20:38.998071,2025-04-06T23:20:38.998071,https://www.facebook.com/ETClub.UEH/posts/537670591886922?comment_id=1332718037410026&__cft__[0]=AZUfFmDV2C7Yy38udskvSCt2FmP5liavwV16p4_cJoQWBS9f9djuZx5LuqFumUOGFNaclN12VWFxd74VrQVC4esTOXI1xjliwS3eIkDiybOxRAYAFaIXyLIoWVX4EWX8H2pHp_Tnqyy9Jjoqy3lOdNJQtv2H_absy1Jc0q5zqf8YRmPCJtPTSx2J6f5I9hfnR7g&__tn__=R-R
FB00047,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn là",Không xác định,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn làm Student Ambassador ạ",https://scontent.fsgn2-6.fna.fbcdn.net/v/t1.15752-9/486140653_648706037968551_6730716790373489761_n.png?stp=dst-png_s100x100&_nc_cat=111&ccb=1-7&_nc_sid=b70caf&_nc_eui2=AeGdEnMGJ5RElKn3JTWdt-BRaQl_NKBjFkFpCX80oGMWQbgTLZ_8htRmzdWM409N2YEBmQCgEFeXGBPPU7opk42x&_nc_ohc=Y__SO95a0DAQ7kNvwHAAlqy&_nc_oc=Adk5ZVK8WqNb8JT3gVCtoCSErkFiugLTgtg_G-aXZ5XrzXYIcKJAv4KrNasxSF0P81s&_nc_zt=23&_nc_ht=scontent.fsgn2-6.fna&oh=03_Q7cD2AFkSB98ctC49kmXayfRju_9G07qtky_ix6HJzLAvn1yuw&oe=681A255E,,,,,,True,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn làm Student Ambassador ạ",,2025-04-06T23:20:50.260013,2025-04-06T23:20:50.260013,https://www.facebook.com/ETClub.UEH/posts/543080028012645?comment_id=1244130906216954&__cft__[0]=AZVNEVBZyyPy39bnNQmq8InRm6AYL8Jhwuu8Ax4Og6XbO47EvvtDl1cczrz5sqkfsLm5cvD1tCfiZUebt32DfiPX-5FeK8lhTRXJ5KolJwusBzxt3U2jMvBQet-VeV8JyxtODcl23ZKcPPweiTBbwcUeAh7BLXUqSW_yErDxjxSwJFHwlDPFNr2YiCjzQ9716q0&__tn__=R-R
FB00048,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn là",Không xác định,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn làm Student Ambassador ạ",https://scontent.fsgn2-6.fna.fbcdn.net/v/t1.15752-9/486140653_648706037968551_6730716790373489761_n.png?stp=dst-png_s100x100&_nc_cat=111&ccb=1-7&_nc_sid=b70caf&_nc_eui2=AeGdEnMGJ5RElKn3JTWdt-BRaQl_NKBjFkFpCX80oGMWQbgTLZ_8htRmzdWM409N2YEBmQCgEFeXGBPPU7opk42x&_nc_ohc=Y__SO95a0DAQ7kNvwHAAlqy&_nc_oc=Adk5ZVK8WqNb8JT3gVCtoCSErkFiugLTgtg_G-aXZ5XrzXYIcKJAv4KrNasxSF0P81s&_nc_zt=23&_nc_ht=scontent.fsgn2-6.fna&oh=03_Q7cD2AFkSB98ctC49kmXayfRju_9G07qtky_ix6HJzLAvn1yuw&oe=681A255E,,,,,,True,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn làm Student Ambassador ạ",,2025-04-06T23:21:00.438092,2025-04-06T23:21:00.438092,https://www.facebook.com/ETClub.UEH/posts/1337650373399651?comment_id=1337663426731679&__cft__[0]=AZV97p3pVpdR_RzHc3tK7bpeOxtwJa5ImlEyU08JZi1EIZKUMxyGrBkqQUHXH6e2EnvRL9C-ibD6jXgnMbRrKLOrl4VD-zHnLq4hxSCaj3yLhMmmj4pDW50f4PNcwRDmFgRcFeTOAPXM5k1JK3L1t4t-5QCs5viutofVH_Emc6l-JgTEpP-kXZchRUJc-LORgNKN6Jkeb7I-LPVMtpGvOIPG&__tn__=R-R
FB00049,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn là",Không xác định,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn làm Student Ambassador ạ",https://scontent.fsgn2-6.fna.fbcdn.net/v/t1.15752-9/486140653_648706037968551_6730716790373489761_n.png?stp=dst-png_s100x100&_nc_cat=111&ccb=1-7&_nc_sid=b70caf&_nc_eui2=AeGdEnMGJ5RElKn3JTWdt-BRaQl_NKBjFkFpCX80oGMWQbgTLZ_8htRmzdWM409N2YEBmQCgEFeXGBPPU7opk42x&_nc_ohc=Y__SO95a0DAQ7kNvwHAAlqy&_nc_oc=Adk5ZVK8WqNb8JT3gVCtoCSErkFiugLTgtg_G-aXZ5XrzXYIcKJAv4KrNasxSF0P81s&_nc_zt=23&_nc_ht=scontent.fsgn2-6.fna&oh=03_Q7cD2AFkSB98ctC49kmXayfRju_9G07qtky_ix6HJzLAvn1yuw&oe=681A255E,,,,,,True,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn làm Student Ambassador ạ",,2025-04-06T23:21:10.257962,2025-04-06T23:21:10.257962,https://www.facebook.com/ETClub.UEH/posts/650389443948369?comment_id=3191591314470895&reply_comment_id=277335995303362&__cft__[0]=AZWvuA1aFUtwM1Re_AtlY_WlQBkVyWw7KJ9SL5gW1emjbJhGnIt5KMb9aSzSCadVsfVTcFbKPHWPO4UyZx0cLsQ8ZCOXPDgmPF_PGVVFMmV1L9l15Yu9lNkF2WWYWALxZuZ79R-ZORRCt0SNL7VTfwPE3dqDxGUrxldPA1iHKXK24YAvE8R62qxY17DYpiOAfR4&__tn__=R-R
FB00050,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn là",Không xác định,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn làm Student Ambassador ạ",https://scontent.fsgn2-6.fna.fbcdn.net/v/t1.15752-9/486140653_648706037968551_6730716790373489761_n.png?stp=dst-png_s100x100&_nc_cat=111&ccb=1-7&_nc_sid=b70caf&_nc_eui2=AeGdEnMGJ5RElKn3JTWdt-BRaQl_NKBjFkFpCX80oGMWQbgTLZ_8htRmzdWM409N2YEBmQCgEFeXGBPPU7opk42x&_nc_ohc=Y__SO95a0DAQ7kNvwHAAlqy&_nc_oc=Adk5ZVK8WqNb8JT3gVCtoCSErkFiugLTgtg_G-aXZ5XrzXYIcKJAv4KrNasxSF0P81s&_nc_zt=23&_nc_ht=scontent.fsgn2-6.fna&oh=03_Q7cD2AFkSB98ctC49kmXayfRju_9G07qtky_ix6HJzLAvn1yuw&oe=681A255E,,,,,,True,"Mình cần tìm infor các bạn KOL, Tiktoker UEH có mong muốn làm Student Ambassador ạ",,2025-04-06T23:21:34.237622,2025-04-06T23:21:34.237622,https://www.facebook.com/ETClub.UEH/posts/523650999955548?comment_id=119926237648644&__cft__[0]=AZWV2ZKOQba1aCRnycsxkIvdPw2jbglBdMGixRJzuFzZR-Lyclo4Y20eZRrd_DeHNlJWg7UtGwbLbeTNReYJfMSJh_EzJ26pQnYIRBgEZBS2CAvLPkpYSoN7gwfiWBu-V2oWOD4yTE8JcPAWmlNdXisp3oLM16lcaUiDc1LpF9ij0cdshHzA4XaelIJSkB5q2eY&__tn__=R-R
